,Time,Vmax,
1,0.017156019,935.5837393,
2,0.017407685,936.9293401,
3,0.017656852,939.467402,
4,0.018028796,940.524623,
5,0.018383241,946.0222211,
6,0.018631852,948.7243789,
7,0.018878241,952.7196687,
8,0.019127963,956.4917383,
9,0.019379352,962.7738684,
10,0.019748519,966.8784363,
11,0.020102685,972.9015811,
12,0.020353519,978.1582919,
13,0.020602963,983.3252894,
14,0.02085213,987.9565762,
15,0.021104352,989.1266519,
16,0.021474352,989.9980338,
17,0.02182713,996.968647,
18,0.022074907,999.043948,
19,0.022324074,1006.638675,
20,0.022574352,1010.619372,
21,0.022830463,1017.138241,
22,0.023202407,1021.877892,
23,0.023554074,1031.315446,
24,0.023803519,1035.915611,
25,0.024054907,1043.857443,
26,0.024305185,1050.060768,
27,0.024556296,1059.010927,
28,0.02492463,1066.927985,
29,0.025280185,1073.002808,
30,0.025532685,1081.120961,
31,0.025781574,1086.636729,
32,0.02602963,1095.475634,
33,0.026277963,1099.956802,
34,0.026652407,1103.712858,
35,0.027009074,1107.08532,
36,0.027261296,1111.788459,
37,0.027513519,1114.756934,
38,0.027765741,1120.53346,
39,0.028016852,1127.214827,
40,0.02838963,1130.9038,
41,0.028750463,1136.352376,
42,0.029003519,1140.07829,
43,0.029253796,1141.768062,
44,0.029503519,1147.239336,
45,0.029751019,1146.970917,
46,0.030127685,1147.678463,
47,0.030486852,1149.820029,
48,0.030736019,1151.067707,
49,0.030983519,1157.710182,
50,0.03123213,1164.284999,
51,0.031481574,1169.224473,
52,0.031863519,1172.147342,
53,0.032225463,1174.242743,
54,0.032474907,1176.498023,
55,0.032727963,1178.634753,
56,0.032981296,1181.738035,
57,0.033236852,1187.926666,
58,0.033620185,1192.498449,
59,0.03398713,1196.428519,
60,0.034235463,1199.870661,
61,0.034487685,1202.375063,
62,0.034736296,1202.785279,
63,0.034986019,1203.827258,
64,0.035355741,1204.250897,
65,0.035712685,1203.537232,
66,0.035961019,1207.713484,
67,0.036211296,1211.938807,
68,0.036461019,1220.086152,
69,0.036714074,1223.036059,
70,0.03708213,1225.071643,
71,0.037434907,1232.254163,
72,0.037684352,1233.914859,
73,0.03793463,1238.890647,
74,0.03818213,1243.644785,
75,0.038431019,1241.987578,
76,0.038804352,1238.542916,
77,0.039159907,1241.525967,
78,0.03941213,1242.930708,
79,0.039664074,1245.641362,
80,0.039914907,1245.853782,
81,0.040164074,1246.677043,
82,0.040531574,1244.9148,
83,0.040885185,1242.497802,
84,0.041133796,1244.974345,
85,0.041384074,1248.556923,
86,0.041636852,1250.906545,
87,0.041889074,1254.114212,
88,0.042253796,1256.309772,
89,0.042604074,1257.367176,
90,0.042850463,1261.692434,
91,0.043100741,1262.279104,
92,0.043348519,1268.435023,
93,0.043599907,1272.653656,
94,0.043976019,1276.189199,
95,0.044329907,1279.759154,
96,0.044576574,1281.490104,
97,0.044825185,1285.827617,
98,0.04507463,1291.726097,
99,0.045324074,1293.909687,
100,0.045695741,1294.536022,
101,0.046052963,1299.868291,
102,0.046298796,1306.196743,
103,0.046547407,1310.161393,
104,0.046795185,1313.916001,
105,0.047046574,1316.770042,
106,0.047416296,1318.060443,
107,0.047771019,1324.096703,
108,0.048022407,1327.248959,
109,0.048273796,1334.678978,
110,0.04852213,1338.794021,
111,0.048771574,1342.801271,
112,0.04913963,1344.655169,
113,0.049490463,1346.897787,
114,0.049738241,1350.9227,
115,0.049988519,1354.196312,
116,0.050239074,1358.65838,
117,0.050488796,1362.817503,
118,0.050859352,1364.925915,
119,0.051217685,1368.915675,
120,0.051467407,1370.511026,
121,0.051718241,1370.497378,
122,0.051968519,1366.755557,
123,0.052215741,1361.676181,
124,0.052579907,1355.618786,
125,0.052934352,1359.729294,
126,0.053184907,1359.830939,
127,0.053436852,1362.297398,
128,0.053687407,1363.712268,
129,0.053936296,1364.767084,
130,0.054305185,1363.213931,
131,0.054664074,1367.529133,
132,0.054911852,1370.793509,
133,0.05515963,1372.205847,
134,0.05540963,1371.208015,
135,0.055661852,1371.75605,
136,0.056031296,1371.113719,
137,0.056384907,1378.174894,
138,0.056631296,1378.639227,
139,0.056880741,1382.070692,
140,0.057130463,1383.447237,
141,0.057385185,1388.818558,
142,0.057751852,1392.350076,
143,0.058107407,1397.22127,
144,0.05835963,1401.565501,
145,0.058608241,1406.621574,
146,0.058857685,1409.434559,
147,0.05910963,1415.655273,
148,0.05947963,1421.015145,
149,0.059832685,1425.747061,
150,0.060077407,1429.491106,
151,0.060324907,1431.623574,
152,0.060571574,1437.153674,
153,0.060821296,1441.397889,
154,0.06119213,1444.033376,
155,0.061545741,1443.921348,
156,0.061795185,1446.103451,
157,0.06204713,1450.766435,
158,0.06229963,1454.139475,
159,0.062551852,1456.803638,
160,0.062919352,1456.786661,
161,0.063272963,1461.647583,
162,0.063521296,1465.29527,
163,0.063766296,1468.359675,
164,0.064022963,1470.071893,
165,0.064276019,1471.465439,
166,0.064645185,1472.543545,
167,0.065001574,1477.429831,
168,0.065252685,1476.165437,
169,0.065501574,1478.407869,
170,0.065753519,1484.167418,
171,0.06600463,1487.835449,
172,0.066379352,1488.8669,
173,0.06673963,1490.036532,
174,0.066987963,1493.099446,
175,0.067237407,1493.278351,
176,0.067492407,1495.642529,
177,0.067742685,1500.00654,
178,0.068113796,1502.641047,
179,0.068475741,1504.713391,
180,0.06872963,1507.757719,
181,0.068979907,1509.782564,
182,0.069231852,1511.15777,
183,0.069479074,1514.793901,
184,0.069856019,1517.388249,
185,0.070222685,1516.92746,
186,0.070475463,1514.803008,
187,0.070726019,1516.506751,
188,0.070978241,1523.200249,
189,0.07122713,1526.790612,
190,0.071596852,1529.302777,
191,0.071960463,1531.842589,
192,0.072211852,1534.275042,
193,0.072463796,1538.613447,
194,0.072719907,1539.417988,
195,0.072973241,1537.865201,
196,0.07334963,1534.623522,
197,0.073709352,1535.704204,
198,0.073959074,1537.166934,
199,0.074207407,1536.979532,
200,0.07445713,1537.754311,
201,0.074709074,1538.001071,
202,0.075082963,1536.842589,
203,0.075438241,1535.650193,
204,0.075685741,1534.320458,
205,0.075940741,1538.109345,
206,0.076192963,1541.08762,
207,0.076440741,1541.486279,
208,0.076812407,1539.439164,
209,0.077171574,1541.414342,
210,0.077421019,1543.846432,
211,0.077670463,1545.156542,
212,0.077922685,1546.865685,
213,0.078171296,1549.593406,
214,0.078541574,1551.496725,
215,0.078896574,1553.859544,
216,0.079143519,1553.643022,
217,0.07939463,1555.88215,
218,0.079640463,1556.830213,
219,0.079890185,1555.711399,
220,0.080260185,1551.570665,
221,0.080613796,1552.866253,
222,0.080860463,1554.341564,
223,0.081109907,1556.327659,
224,0.081359074,1557.058579,
225,0.081607963,1560.038655,
226,0.081973241,1561.542079,
227,0.082325185,1564.147528,
228,0.082571019,1565.743708,
229,0.082820463,1570.068862,
230,0.083072685,1573.731107,
231,0.08332213,1577.445674,
232,0.083696574,1580.62553,
233,0.084056574,1584.263546,
234,0.084306019,1587.325949,
235,0.084555463,1590.246961,
236,0.084806574,1591.940881,
237,0.08505713,1596.765083,
238,0.085424352,1598.813417,
239,0.085783519,1600.911241,
240,0.086033241,1603.407375,
241,0.086283241,1606.039575,
242,0.086534907,1607.706589,
243,0.086789074,1604.056319,
244,0.087162407,1598.855697,
245,0.08751713,1600.669098,
246,0.08776463,1602.606699,
247,0.088013241,1604.49207,
248,0.08826463,1606.271594,
249,0.08851963,1606.252034,
250,0.088895741,1605.180869,
251,0.089254074,1607.636292,
252,0.089500463,1610.470311,
253,0.089750463,1613.958096,
254,0.090000741,1610.992155,
255,0.090251019,1611.140399,
256,0.090626574,1609.552722,
257,0.09098713,1613.114313,
258,0.091234352,1616.378891,
259,0.091482963,1619.344029,
260,0.091735463,1619.290664,
261,0.09198713,1622.485032,
262,0.092359074,1623.129113,
263,0.092715185,1622.52772,
264,0.09296213,1626.857564,
265,0.093210463,1627.94325,
266,0.093459907,1628.980415,
267,0.093709352,1632.557389,
268,0.094086574,1634.542678,
269,0.094448796,1635.17784,
270,0.094695185,1636.652481,
271,0.094944074,1636.064821,
272,0.095195463,1634.215371,
273,0.095445741,1633.597412,
274,0.095819074,1631.07817,
275,0.096175741,1626.447788,
276,0.096424907,1627.90244,
277,0.096672685,1627.735412,
278,0.096923241,1625.960121,
279,0.097172407,1624.563449,
280,0.097546296,1622.116338,
281,0.09790713,1623.197332,
282,0.098156852,1622.996245,
283,0.098406852,1623.123945,
284,0.098656296,1621.597243,
285,0.098907963,1623.204958,
286,0.099280463,1622.004287,
287,0.099640463,1621.232656,
288,0.099892685,1618.893629,
289,0.100141574,1618.857575,
290,0.100391574,1620.209024,
291,0.100640185,1617.190566,
292,0.101015463,1611.925331,
293,0.101373796,1610.875955,
294,0.101623241,1613.629855,
295,0.101871019,1613.793491,
296,0.102121296,1612.577799,
297,0.102375463,1613.175512,
298,0.102746296,1612.022778,
299,0.103101852,1611.780402,
300,0.10335213,1614.907118,
301,0.103606296,1615.379183,
302,0.103854907,1615.992508,
303,0.104106852,1618.163211,
304,0.10447713,1619.512887,
305,0.104835185,1621.481572,
306,0.105087407,1620.945056,
307,0.105336852,1620.527382,
308,0.105586019,1623.672961,
309,0.105835463,1625.194826,
310,0.106204907,1624.015215,
311,0.106559352,1621.414754,
312,0.106814352,1624.393013,
313,0.107067685,1624.166826,
314,0.107317685,1623.822527,
315,0.107566296,1621.646913,
316,0.107943796,1618.551517,
317,0.108302685,1617.353404,
318,0.108551296,1619.410989,
319,0.108800741,1621.518927,
320,0.109054074,1622.512824,
321,0.10930713,1623.248927,
