"","x"
"sdNase",-1.54114806109278
"ymax21a",1.17994358190715
"ymax21b",1.1284908220771
"ymax21c",1.37466459237299
"ymax26a",1.21721621876067
"ymax26b",1.10211116976567
"ymax26c",1.29610343001901
"ymax31a",1.02048396996749
"ymax31b",1.10530326436673
"ymax31c",0.867276223427238
"Tmax",46.9274107631894
"a",-18.3381133096523
"b",1.11282994079892
"c",25.9168698629019
"d",0.34447595278147
