"","x"
"sdNase",-2.03308800495811
"ymax21a",1.25529907503868
"ymax21b",1.21141192336342
"ymax21c",1.26069245705249
"ymax26a",0.934044146466101
"ymax26b",0.8840506758905
"ymax26c",0.927933299589888
"ymax31a",0.905178230240639
"ymax31b",0.839067861476851
"ymax31c",0.651075393937951
"a",-20.3818629172621
"b",1.18765977149592
"c",16.5502060325658
"d",0.716277162615371
"e",44.5984100929897
"f",0.0547157541691506
