"","Time","Temperature","Vmax.og","Vmax.inst"
"1",0,9.2,1709.73098387043,1709.73098387043
"2",0.000243888888889821,9.2,1705.83604453127,1705.83604457389
"3",0.000488888888889871,9.2,1709.66866108939,1709.66866117502
"4",0.000735555555549716,9.2,1726.9789898217,1726.97898995185
"5",0.00107722222221973,9.2,1743.14015194651,1743.14015213892
"6",0.00141444444443994,9.2,1750.51050161209,1750.51050186585
"7",0.00166305555554969,9.2,1752.21687606526,1752.21687636394
"8",0.00191083333332998,9.2,1759.08250969733,1759.0825100419
"9",0.00215750000000003,9.2,1770.11112622859,1770.11112662012
"10",0.00240833333332979,9.2,1770.13703225437,1770.13703269148
"11",0.00274694444443968,9.2,1768.80304903241,1768.80304953067
"12",0.00307722222221996,9.2,1774.66239716983,1774.66239772993
"13",0.00332444444444002,9.2,1787.6608406825,1787.6608412921
"14",0.00357555555554967,9.2,1785.12921594446,1785.12921659926
"15",0.00382277777777995,9.2,1781.92061050532,1781.92061120421
"16",0.00407055555555003,9.2,1769.47175655146,1769.47175729054
"17",0.0044113888888897,9.2,1755.43625667701,1755.43625747174
"18",0.00474416666666988,9.2,1739.45688678386,1739.45688763089
"19",0.00498999999999983,9.2,1732.24364528367,1732.243646171
"20",0.0052405555555497,9.2,1727.8310040844,1727.83100501401
"21",0.00548999999999999,9.2,1724.69849412602,1724.69849509823
"22",0.00573666666665984,9.2,1730.77569438254,1730.77569540212
"23",0.00607916666666997,9.2,1736.99875169581,1736.99875278032
"24",0.00641166666666981,9.2,1739.95120613161,1739.95120727755
"25",0.00665916666666977,9.2,1753.90508394796,1753.90508514782
"26",0.00690444444443994,9.2,1738.42063427942,1738.42063551263
"27",0.00715166666666978,9.2,1729.47540129409,1729.47540256502
"28",0.00739972222221974,9.2,1739.00036654229,1739.0003678647
"29",0.00774555555556011,9.2,1747.12200433097,1747.12200572187
"30",0.00808666666665969,9.2,1760.5570225466,1760.55702401015
"31",0.00833333333332975,9.2,1754.71438958546,1754.71439108881
"32",0.00857722222222002,9.2,1745.2072145919,1745.20721613104
"33",0.00882555555554987,9.2,1758.00679687801,1758.00679847351
"34",0.00907222222221993,9.2,1751.95856018513,1751.95856181976
"35",0.00941249999999982,9.2,1744.58035490312,1744.58035659218
"36",0.0097461111111099,9.2,1758.81415983099,1758.81416159446
"37",0.00999444444443975,9.2,1751.14632781406,1751.14632961478
"38",0.0102430555555499,9.2,1740.12588517746,1740.12588701157
"39",0.0104944444444399,9.2,1735.62430107578,1735.62430295025
"40",0.01074666666667,9.2,1737.96679170593,1737.96679362827
"41",0.0110883333333298,9.2,1737.27591433159,1737.27591631456
"42",0.01142333333333,9.2,1734.64300577196,1734.64300781206
"43",0.0116694444444398,9.2,1740.62309586123,1740.6230979527
"44",0.0119194444444397,9.2,1742.33168920413,1742.33169134275
"45",0.0121699999999998,9.2,1740.54207938767,1740.54208156925
"46",0.0124194444444399,9.2,1741.51786209756,1741.51786432536
"47",0.0127574999999998,9.2,1742.47696246805,1742.4769647581
"48",0.0130874999999997,9.2,1758.63657689439,1758.63657926582
"49",0.0133322222222199,9.2,1768.62192610909,1768.62192853885
"50",0.0135774999999998,9.2,1765.08719954047,1765.08720201027
"51",0.0138230555555601,9.2,1775.18986622944,1775.18986875858
"52",0.0140697222222199,9.2,1782.15560633705,1782.15560892171
"53",0.0144102777777797,9.2,1788.60601981302,1788.60602247024
"54",0.014745,9.2,1804.86144711728,1804.86144986135
"55",0.0149936111111098,9.2,1812.13858747465,1812.13859027656
"56",0.0152422222222199,9.2,1819.99808715899,1819.99809002004
"57",0.0154908333333297,9.2,1844.56415374583,1844.56415669312
"58",0.01573805555556,9.2,1856.0791367541,1856.07913976746
"59",0.0160772222222199,9.2,1862.66160347896,1862.66160656866
"60",0.0164136111111097,9.20297999999998,1869.0103660543,1869.01036921993
"61",0.0166599999999999,9.20593666666666,1880.46406429409,1880.46406752741
"62",0.01691333333333,9.20897666666666,1886.73929889454,1886.73930218856
"63",0.0171625,9.21196666666665,1889.67437055446,1889.67437390285
"64",0.0174094444444397,9.21493,1889.58090756831,1889.58091096564
"65",0.0177441666666698,9.21894666666668,1885.7984608459,1885.79846428532
"66",0.0180738888888898,9.22290333333331,1879.98244655174,1879.98245004676
"67",0.0183222222222197,9.22588333333333,1869.86129816538,1869.8613017066
"68",0.0185708333333299,9.22886666666666,1869.18758099415,1869.18758458313
"69",0.0188186111111097,9.23183999999998,1856.66019173174,1856.66019534551
"70",0.01906638888889,9.23481333333334,1854.85256317435,1854.85256683333
"71",0.0194130555555501,9.23897333333332,1854.31434598559,1854.31434969232
"72",0.0197505555555497,9.24302333333333,1874.91579221279,1874.91579602004
"73",0.0200019444444397,9.24603999999998,1860.98971570992,1860.98971955772
"74",0.0202491666666598,9.24900666666663,1852.62046797541,1852.62047187275
"75",0.0204933333333299,9.25193666666665,1841.66340314105,1841.66340706492
"76",0.02074,9.25489666666664,1844.37650619144,1844.37651017
"77",0.02108,9.25897666666665,1841.44969808937,1841.44970210996
"78",0.02141444444444,9.26298999999999,1853.05908630222,1853.05909039741
"79",0.0216622222222198,9.2659633333333,1837.86429511467,1837.86429924375
"80",0.0219077777777699,9.26890999999996,1813.82603456559,1813.82603870629
"81",0.0221544444444399,9.27186999999999,1818.3603910608,1818.36039526069
"82",0.0224013888888899,9.27483333333333,1803.15015697364,1803.15016118689
"83",0.0227474999999999,9.27898666666665,1789.74730569459,1789.74730992433
"84",0.0230836111111099,9.28301999999998,1800.26934284612,1800.26934714915
