"","x"
"sdNase",-1.96961021976913
"ymax21a",0.941449508095977
"ymax21b",0.809424186162057
"ymax21c",1.11339035785207
"ymax26a",0.890327739465168
"ymax26b",0.961163102354825
"ymax26c",0.879146150222309
"ymax31a",0.91942765594386
"ymax31b",0.69597666300262
"ymax31c",0.899585578322685
"a",-13.1142247771859
"b",0.840034584329305
"c",31.8336075330858
"d",0.0336109709263918
"e",46.805858984452
"f",0.0294975757726134
