"","x"
"sdNase",-2.26349483869739
"ymax21a",1.00845296882648
"ymax21b",0.989247767711132
"ymax21c",0.980693530010513
"ymax26a",1.01437616228918
"ymax26b",1.00984498489605
"ymax26c",0.922284921586513
"ymax31a",1.17691723659665
"ymax31b",1.06921047060737
"ymax31c",1.07749666968229
"a",-25.1497510576328
"b",0.766942214743011
"c",31.4970559463747
"d",0.0592332272431665
"e",41.1819904410959
"f",0.0756186200959987
