"","Tr","Plant","Dir","Leaf","Temp","Vcmax","Jmax","A275"
"1","R26","1","down","1","10","4.25358996628119",NA,"2.0958633188025"
"2","R26","1","down","1","15","9.97821357897919","9.97821357897919","3.94883283210033"
"3","R26","1","down","1","20","23.3984326743402","23.3984326743402","7.0522530355426"
"4","R26","1","down","1","25","42.9984298237597","42.9984298237597","9.14773449465569"
"5","R26","1","up","2","25","41.3814372022158","79.7466072512326","8.76683273355188"
"6","R26","1","up","2","30","54.0842373472506","95.6856099811893","7.25982223515627"
"7","R26","1","up","2","35","55.3495715060234","83.5344849530498","3.83716105622027"
"8","R26","1","up","2","40","46.3711154048538","52.5490562468056","0.512402606919298"
"9","R26","2","down","3","10","3.98031777588197",NA,"1.94676653541193"
"10","R26","2","down","3","15","10.3184699334241","25.0118971942399","4.09138662257052"
"11","R26","2","down","3","20","23.8212855272937","47.5213049878231","7.18182037950473"
"12","R26","2","down","3","25","44.6547063497429","77.9329983328588","9.53608354297776"
"13","R26","2","down","3","40","41.2670859958903","44.5049211522072","0.180017760939245"
"14","R26","2","up","4","25","58.7349769439729","102.124757269306","12.8556682023433"
"15","R26","2","up","4","30","84.6969236188008","116.034269096496","12.1717384127426"
"16","R26","2","up","4","35","80.3709615630729","109.480767489544","6.45240005001488"
"17","R26","2","up","4","40","83.1965656501235","84.2048060801016","2.90552687899452"
"18","R26","3","down","5","10","2.82313727578934","10.4315419313633","1.31786908501399"
"19","R26","3","down","5","15","7.89699083237892","21.3853817040753","3.04571900092932"
"20","R26","3","down","5","20","16.2746579203823","39.1888995453573","4.71360180142765"
"21","R26","3","down","5","25","28.1424864483464","56.7990723338192","5.64817673029716"
"22","R26","3","up","6","25","32.6925034221989","68.4799622632616","6.72205335164877"
"23","R26","3","up","6","30","46.5512493335797","84.4522008262738","6.05016029847392"
"24","R26","3","up","6","35","57.4377949288547","84.9604891054087","4.05197103257372"
"25","R26","3","up","6","40","58.8208341503055","73.9203306340876","1.33202909104012"
