"","X","Time","Temperature","Vmax"
"1",1,3.13359194444444,11.5015516666667,2776.76320944227
"2",2,3.13384333333333,11.50306,2810.05623884903
"3",3,3.13409805555556,11.5045883333333,2835.22551848415
"4",4,3.13435027777778,11.5061016666667,2841.46850641551
"5",5,3.13460166666667,11.50761,2892.07091193394
"6",6,3.13493583333333,11.509615,2934.75186792175
"7",7,3.13526305555556,11.5115783333333,2964.65940072123
"8",8,3.13551277777778,11.5130766666667,2987.61997910288
"9",9,3.135765,11.51459,2971.64502068274
"10",10,3.13601638888889,11.5160983333333,2965.26411348636
"11",11,3.13626555555555,11.5175933333333,2973.99786913187
"12",12,3.13659833333333,11.51959,2971.68908662842
"13",13,3.13692694444444,11.5215616666667,3000.8336071519
"14",14,3.13717583333333,11.523055,3045.88861726611
"15",15,3.13742333333333,11.52454,3024.77215835464
"16",16,3.13766972222222,11.5260183333333,3012.11753325743
"17",17,3.13791833333333,11.52751,2983.51776054411
"18",18,3.13824638888889,11.5294783333333,2968.27942252326
"19",19,3.1385725,11.531435,3042.32777306469
"20",20,3.13882138888889,11.5329283333333,3064.04704947736
"21",21,3.13907,11.53442,3045.23792219363
"22",22,3.13932194444444,11.5359316666667,3058.88401916006
"23",23,3.1395725,11.537435,3076.09806601471
"24",24,3.13990111111111,11.5394066666667,3089.60227801538
"25",25,3.14022472222222,11.5413483333333,3111.0348436785
"26",26,3.14047527777778,11.5428516666667,3141.04056989087
"27",27,3.14072555555556,11.5443533333333,3147.30670010911
"28",28,3.1409775,11.545865,3136.83824243268
"29",29,3.14122694444444,11.5473616666667,3171.94316329898
"30",30,3.14155166666667,11.54931,3184.01731589956
"31",31,3.141875,11.55125,3210.47416024012
"32",32,3.14212888888889,11.5527733333333,3190.57537689806
"33",33,3.14237666666667,11.55426,3176.25404269329
"34",34,3.14262416666666,11.555745,3125.80665674406
"35",35,3.14287722222222,11.5572633333333,3114.32473794564
"36",36,3.14320722222222,11.5592433333333,3104.1725014604
"37",37,3.14353527777778,11.5612116666667,3114.4734149035
"38",38,3.14378305555556,11.5626983333333,3094.59838213606
"39",39,3.14403055555556,11.5641833333333,3083.07902251391
"40",40,3.14428027777778,11.5656816666667,3057.28219296548
"41",41,3.14452833333333,11.56717,3077.54019131507
"42",42,3.14485916666667,11.569155,3106.85447247468
"43",43,3.14518388888889,11.5711033333333,3152.46258086817
"44",44,3.14543472222222,11.5726083333333,3143.532179036
"45",45,3.14568361111111,11.5741016666667,3134.17827021084
"46",46,3.14593694444444,11.5756216666667,3165.18658277742
"47",47,3.14618888888889,11.5771333333333,3181.57997967119
"48",48,3.14651972222222,11.5791183333333,3178.94802469511
"49",49,3.14684555555555,11.5810733333333,3193.82030944664
"50",50,3.14709722222222,11.5825833333333,3170.96799100213
"51",51,3.14734472222222,11.5840683333333,3128.38143259476
"52",52,3.14759166666667,11.58555,3088.04291402515
"53",53,3.14784333333333,11.58706,3087.18766393269
"54",54,3.14816888888889,11.5890133333333,3097.5794333741
"55",55,3.14848527777778,11.5909116666667,3100.13842000017
"56",56,3.14873361111111,11.5924016666667,3094.31623374495
"57",57,3.14897972222222,11.5938783333333,3058.79871818798
"58",58,3.14922972222222,11.5953783333333,3052.90715488707
"59",59,3.14948111111111,11.5968866666667,3012.11079630223
"60",60,3.14981444444445,11.5988866666667,2983.18773872804
"61",61,3.15014166666667,11.6,3010.39872110289
"62",62,3.15038916666667,11.6,3026.86612120661
"63",63,3.15063611111111,11.6,3030.52015596205
"64",64,3.15088444444445,11.6,3053.27225600007
"65",65,3.15113861111111,11.6,3035.60711220225
"66",66,3.15147305555556,11.6,3003.38711178502
"67",67,3.15180027777778,11.6,3038.43613446199
"68",68,3.15204777777778,11.6,3033.1656383324
"69",69,3.15229638888889,11.6,3044.33618901002
"70",70,3.15254583333334,11.6,3028.10937339099
"71",71,3.152795,11.6,3010.02063311169
"72",72,3.15312416666667,11.6,2979.03424896106
"73",73,3.15345138888889,11.6,2990.49831919357
"74",74,3.15370138888889,11.6,2984.19133440286
"75",75,3.15395222222222,11.6,2972.63575575624
"76",76,3.15420583333334,11.6,2954.06575963481
"77",77,3.15445277777778,11.6,2944.48470221939
"78",78,3.15477888888889,11.6,2931.97194387204
"79",79,3.15509972222223,11.6,2949.53568845457
"80",80,3.15534805555556,11.6,2948.29101490518
"81",81,3.15560111111111,11.6,2921.20324151142
"82",82,3.15585055555556,11.6,2907.72084549081
"83",83,3.15610027777778,11.6,2908.24745327249
"84",84,3.15643638888889,11.6,2915.6994364623
"85",85,3.15676638888889,11.6,2926.91984309304
"86",86,3.15701416666667,11.6,2925.10211839396
"87",87,3.1572625,11.6,2899.35333524131
"88",88,3.15751277777778,11.6,2907.13010347541
"89",89,3.15776416666667,11.6,2897.62299562127
"90",90,3.15809305555556,11.6,2904.3548726959
"91",91,3.15841944444445,11.6,2947.96928647295
"92",92,3.15866694444445,11.6,2976.84804962013
"93",93,3.15891611111111,11.6,2990.32767880759
"94",94,3.15916277777778,11.6,2998.08932310272
"95",95,3.15941333333333,11.6,3003.31460222647
"96",96,3.15974972222222,11.6,2992.94033960608
"97",97,3.16007972222223,11.6,3019.16724117904
