"","X","Time","Temperature","Vmax"
"2273",2273,0.79836,12.78032,1340.82522591484
"2274",2274,0.7986075,12.78329,1341.17915140158
"2275",2275,0.798973888888889,12.7876866666667,1341.29248545146
"2276",2276,0.799325833333335,12.79191,1343.2231735279
"2277",2277,0.799573611111111,12.7948833333333,1342.30326725839
"2278",2278,0.799821944444443,12.7978633333333,1327.97103750865
"2279",2279,0.800067777777777,12.8004066666667,1333.38417467836
"2280",2280,0.800316111111113,12.8018966666667,1321.35387530769
"2281",2281,0.800686388888889,12.8041183333333,1305.66943466253
"2282",2282,0.801041944444443,12.8062516666667,1305.27877308524
"2283",2283,0.801293055555555,12.8077583333333,1299.86827368356
"2284",2284,0.801543333333332,12.80926,1293.82113709208
"2285",2285,0.801795555555554,12.8107733333333,1281.97211191492
"2286",2286,0.802046111111111,12.8122766666667,1277.87147297987
"2287",2287,0.802414444444445,12.8144866666667,1273.19652112299
"2288",2288,0.802768888888889,12.8166133333333,1252.43959158707
"2289",2289,0.803019166666666,12.818115,1246.44837445503
"2290",2290,0.803268611111112,12.8196116666667,1241.4112333306
"2291",2291,0.803520833333334,12.821125,1241.40672148508
"2292",2292,0.803771111111111,12.8226266666667,1240.02130640205
"2293",2293,0.804135555555555,12.8248133333333,1239.62179008625
"2294",2294,0.804491111111113,12.8269466666667,1255.18889194738
"2295",2295,0.804740277777779,12.8284416666667,1253.58946782648
"2296",2296,0.804990277777777,12.8299416666667,1267.91216101229
"2297",2297,0.805239722222223,12.8314383333333,1266.06413431972
"2298",2298,0.805489166666665,12.832935,1269.94205026945
"2299",2299,0.805856388888888,12.8351383333333,1272.02079793595
"2300",2300,0.806211666666667,12.83727,1262.50921788572
"2301",2301,0.806461944444444,12.8387716666667,1274.47345202913
"2302",2302,0.806708888888889,12.8402533333333,1285.26635703364
"2303",2303,0.806956666666665,12.84174,1282.9272102719
"2304",2304,0.807205,12.84323,1283.89560331927
"2305",2305,0.807573055555555,12.8454383333333,1282.81669603692
"2306",2306,0.807926944444443,12.8475616666667,1275.06087209349
"2307",2307,0.80817472222222,12.8490483333333,1279.23466943361
"2308",2308,0.808420833333334,12.850525,1297.84688608193
"2309",2309,0.808667777777775,12.8520066666667,1290.7652797511
"2310",2310,0.808916388888886,12.8534983333333,1291.83349386729
"2311",2311,0.809274722222221,12.8556483333333,1293.30522529776
"2312",2312,0.809619166666665,12.857715,1301.52477664095
"2313",2313,0.80986472222222,12.8591883333333,1311.24299164144
"2314",2314,0.810111666666665,12.86067,1312.55643020093
"2315",2315,0.810362777777777,12.8621766666667,1308.20067027873
"2316",2316,0.810610277777777,12.8636616666667,1304.89342419216
"2317",2317,0.810974166666665,12.865845,1300.36771271838
"2318",2318,0.811324166666666,12.867945,1321.32284076383
"2319",2319,0.811571944444442,12.8694316666667,1323.29812764136
"2320",2320,0.811819444444443,12.8709166666667,1328.31193901728
"2321",2321,0.812066111111112,12.8723966666667,1326.00298052743
"2322",2322,0.812316388888889,12.8738983333333,1334.31450978637
"2323",2323,0.812684444444444,12.8761066666667,1341.93097454888
"2324",2324,0.813035555555555,12.8782133333333,1338.14741379419
"2325",2325,0.813286111111112,12.8797166666667,1338.48018818426
"2326",2326,0.813535277777778,12.8812116666667,1324.73421937409
"2327",2327,0.813785833333331,12.882715,1330.06225885326
"2328",2328,0.814034166666666,12.884205,1339.63917570318
"2329",2329,0.81439972222222,12.8863983333333,1346.81831685231
"2330",2330,0.814751666666667,12.88851,1345.81567461796
"2331",2331,0.815004722222221,12.8900283333333,1342.86460986708
"2332",2332,0.815258055555554,12.8915483333333,1348.61403057598
"2333",2333,0.815508888888886,12.8930533333333,1357.17772738325
"2334",2334,0.815761111111109,12.8945666666667,1343.52969615226
"2335",2335,0.816129722222222,12.8967783333333,1329.61029606706
"2336",2336,0.816483333333331,12.8989,1334.67801374378
"2337",2337,0.816730833333332,12.9,1315.100782805
"2338",2338,0.81698361111111,12.9,1314.55734082534
"2339",2339,0.817228888888889,12.9,1312.58151315666
"2340",2340,0.817475277777778,12.9,1329.46055844328
"2341",2341,0.817829722222222,12.9,1345.23015699178
"2342",2342,0.818174444444442,12.9,1339.45282860321
"2343",2343,0.818423055555553,12.9,1347.16580424112
"2344",2344,0.818668888888887,12.9,1351.85661236477
"2345",2345,0.818916388888888,12.9,1340.33183053136
