"","Time","Temperature","Vmax"
"1",1.20044055555555,9.01850333333329,165.977316881216
"2",1.20068722222222,9.02886333333333,164.300637139058
"3",1.20093472222222,9.03925833333334,161.380094405951
"4",1.20118333333333,9.04970000000001,159.594345741913
"5",1.20151861111111,9.06378166666666,158.193338095543
"6",1.20184777777778,9.07760666666667,163.491453631217
"7",1.20209444444444,9.08796666666662,165.379992433635
"8",1.20234027777778,9.09829166666667,165.902034672724
"9",1.20258861111111,9.10872166666667,163.679923540342
"10",1.20283444444444,9.11904666666664,160.796999125902
"11",1.20317083333333,9.13317500000002,157.053660958085
"12",1.20350138888889,9.14705833333334,157.489595888469
"13",1.20375222222222,9.1575933333333,156.622220196521
"14",1.20400055555555,9.1680233333333,154.824680170651
"15",1.20424805555556,9.17841833333332,152.020314581721
"16",1.20449694444444,9.18887166666665,154.00313311292
"17",1.20483166666667,9.20292999999997,155.786550916871
"18",1.20516277777778,9.21683666666662,155.080349396021
"19",1.20541138888889,9.22727833333336,158.036649799768
"20",1.20565805555556,9.23763833333332,163.167984273309
"21",1.20590555555556,9.24803333333333,164.647253193556
"22",1.20615611111111,9.25855666666671,163.791278971358
"23",1.20649055555556,9.27260333333337,163.270514121886
"24",1.20681583333333,9.28626500000004,163.765723957874
"25",1.20706416666667,9.29669500000004,160.640795368606
"26",1.20731,9.30702000000002,161.132142160139
"27",1.207555,9.31731,157.402699594079
"28",1.20779972222222,9.32758833333332,158.568336431274
"29",1.20813694444444,9.34175166666668,159.369760667649
"30",1.2084675,9.355635,159.501356332706
"31",1.20871611111111,9.36607666666666,157.610009531414
"32",1.20896666666667,9.37660000000004,158.388123118255
"33",1.20921777777778,9.38714666666667,164.53255296455
"34",1.20946638888889,9.39758833333333,170.38083573848
"35",1.20980361111111,9.41175166666669,176.154526652828
"36",1.21013527777778,9.42568166666666,178.936985546075
"37",1.21038305555556,9.43608833333334,178.889832040579
"38",1.21062861111111,9.44640166666672,180.259346508455
"39",1.21087555555556,9.45677333333334,184.336208507398
"40",1.21112333333333,9.46718000000002,186.941957283398
"41",1.21145583333333,9.48114500000005,189.194125542967
"42",1.21178472222222,9.49495833333332,192.86736996828
"43",1.21203472222222,9.50545833333337,198.963940998523
"44",1.21228333333333,9.51590000000004,200.707204949592
"45",1.21253055555556,9.52628333333332,206.364577174718
"46",1.21278138888889,9.53681833333336,203.165056012059
"47",1.21311861111111,9.55098166666671,200.067553989725
"48",1.21344777777778,9.56480666666666,200.121698870065
"49",1.21369611111111,9.57523666666665,202.135979761678
"50",1.21394277777778,9.58559666666669,203.685833740764
"51",1.2141925,9.596085,206.000352386195
"52",1.21444444444444,9.60666666666668,207.504990813251
"53",1.21477805555556,9.62067833333337,208.523422873332
"54",1.21510527777778,9.63442166666667,208.774478397906
"55",1.21535444444444,9.64488666666666,211.874233353206
"56",1.21560222222222,9.65529333333333,214.580358794136
"57",1.21584777777778,9.66560666666672,218.722303167544
"58",1.21609666666667,9.67606000000004,222.845431502239
"59",1.21642722222222,9.68994333333337,227.138221566758
"60",1.21675277777778,9.69793333333331,232.077955345651
"61",1.21700222222222,9.69194666666666,231.312685829311
"62",1.21724944444445,9.68601333333331,232.434884260706
"63",1.21749638888889,9.68008666666667,230.490814751151
"64",1.21774333333333,9.67415999999999,230.214658651865
"65",1.21808222222222,9.66602666666665,229.378506312276
"66",1.21841638888889,9.65800666666665,227.601772446472
"67",1.21866444444444,9.65205333333332,226.085379652174
"68",1.21891361111111,9.64607333333332,223.928582322309
"69",1.2191625,9.64009999999999,222.933826520028
"70",1.21941166666667,9.63412,217.853759270377
"71",1.21974611111111,9.62609333333333,212.72759500817
"72",1.22007527777778,9.61819333333332,212.779606283179
"73",1.22032444444444,9.61221333333333,211.320979294818
"74",1.22057472222222,9.60620666666664,211.802856001037
"75",1.22082083333333,9.60029999999999,207.236418299872
"76",1.22106916666667,9.59433999999999,212.210350711536
"77",1.22141194444444,9.58611333333332,217.23118489936
"78",1.22174083333333,9.57821999999998,217.824913065729
"79",1.22198833333333,9.57228000000001,218.468187688493
"80",1.22223888888889,9.56626666666665,216.390732865718
"81",1.22248638888889,9.56032666666669,216.694408091865
"82",1.22273666666667,9.55431999999999,219.270734498645
"83",1.22307222222222,9.54626666666667,221.185918842893
"84",1.22340222222222,9.53834666666667,221.974117872926
"85",1.22364861111111,9.53243333333336,223.439608187318
"86",1.22389805555556,9.52644666666666,224.919566374344
"87",1.22414666666667,9.52048,229.149834968951
"88",1.22439361111111,9.51455333333336,226.041529828227
"89",1.22473305555555,9.5064066666667,222.842894627361
"90",1.22507055555555,9.49830666666668,219.109067046282
"91",1.22532083333333,9.49229999999999,215.407647971882
"92",1.22556916666667,9.48633999999999,210.78672648087
"93",1.22581694444444,9.48039333333336,211.83553317772
"94",1.22606527777778,9.47443333333336,214.857143257182
"95",1.22640333333333,9.46632000000001,217.7321543622
"96",1.22673083333333,9.45845999999999,217.619998194988
"97",1.22697666666667,9.45256000000001,220.34243005451
"98",1.22722416666667,9.44662,224.130391926762
"99",1.22747111111111,9.44069333333336,225.052654018992
"100",1.22772055555556,9.43470666666666,225.161323792572
"101",1.22805472222222,9.42668666666666,224.934775339286
"102",1.22838277777778,9.41881333333335,227.246639310944
"103",1.22862972222222,9.41288666666667,225.588960261251
"104",1.22887805555556,9.40692666666667,225.473819532179
"105",1.22912555555556,9.40098666666666,228.167755112243
"106",1.22937388888889,9.39502666666666,231.714097777066
"107",1.2297075,9.38702000000003,235.143439270762
"108",1.23003583333333,9.37914000000001,231.633743228797
