,Time,Temperature,Vmax
1,1.050180833,9.70434,-8.072913987
2,1.050509167,9.71222,-11.39198323
3,1.050755833,9.71814,-7.364577516
4,1.051003333,9.72408,-9.144291069
5,1.051251944,9.730046667,-8.136964349
6,1.0514975,9.73594,-10.90009559
7,1.051829444,9.743906667,-13.97149467
8,1.052153889,9.751693333,-16.02079734
9,1.052403333,9.75768,-20.80752158
10,1.052654444,9.763706667,-23.06527944
11,1.052901389,9.769633333,-21.34471501
12,1.053147778,9.775546667,-20.98820634
13,1.053476944,9.783446667,-20.82574634
14,1.053801389,9.791233333,-26.06009914
15,1.054047222,9.797133333,-17.91510035
16,1.054292778,9.803026667,-17.91424225
17,1.054538611,9.808926667,-18.8490796
18,1.054788056,9.814913333,-16.49332291
19,1.055125278,9.823006667,-13.88901866
20,1.0554525,9.83086,-12.2902971
21,1.055698056,9.836753333,-13.00074054
22,1.055944722,9.842673333,-10.08091586
23,1.056190833,9.84858,-12.24917211
24,1.056436667,9.85448,-8.151567163
25,1.056773333,9.86256,-4.136948338
26,1.0571025,9.87046,-2.221788056
27,1.057348333,9.87636,-1.003458038
28,1.057594444,9.882266667,-0.492004976
29,1.057841667,9.8882,-0.873011752
30,1.0580875,9.8941,2.546988636
31,1.058416389,9.901993333,5.951976011
32,1.058743611,9.909846667,4.131692205
33,1.058991389,9.915793333,2.678150359
34,1.05924,9.92176,1.567753229
35,1.059487222,9.927693333,4.887488899
36,1.059732222,9.933573333,2.370124637
37,1.060067778,9.941626667,0.054845765
38,1.060400278,9.949606667,1.157452092
39,1.060647222,9.955533333,0.436751618
40,1.060894722,9.961473333,3.227229684
41,1.0611425,9.96742,5.327176486
42,1.061390556,9.973373333,9.583917078
43,1.061720556,9.981293333,14.1579058
44,1.062045,9.98908,15.8847878
45,1.062291111,9.994986667,18.14539608
46,1.062538333,10.00092,17.56971899
47,1.062785278,10.00684667,22.89595061
48,1.063032778,10.01278667,23.53728729
49,1.06336,10.02064,24.06149872
50,1.063681389,10.02835333,24.27814759
51,1.063926111,10.03422667,27.0313487
52,1.064174167,10.04018,23.96121317
53,1.064423611,10.04616667,21.62338915
54,1.064668333,10.05204,26.34670557
55,1.065001111,10.06002667,30.86273828
56,1.065330833,10.06794,33.96109768
57,1.065578333,10.07388,31.27727637
58,1.065827222,10.07985333,30.97341518
59,1.066072778,10.08574667,27.08071946
60,1.066319722,10.09167333,25.81900311
61,1.066654722,10.09971333,24.52408126
62,1.066983056,10.1,18.90039097
63,1.067231389,10.1,17.56758136
64,1.067478333,10.1,13.91509961
65,1.067723889,10.1,9.939830213
66,1.067969722,10.1,8.004521444
67,1.068303889,10.1,6.120436272
68,1.068632222,10.1,7.21928798
69,1.068878056,10.1,7.53421688
70,1.069125833,10.1,6.556287673
71,1.0693775,10.1,10.47979875
72,1.069624444,10.1,10.33710731
73,1.069960833,10.1,9.722172401
74,1.070291389,10.1,9.048466809
75,1.070538333,10.1,13.99890299
76,1.070783889,10.1,16.82579043
77,1.071036111,10.1,17.98269351
78,1.071286389,10.1,21.16661093
79,1.071618056,10.1,25.08499207
80,1.071943611,10.1,31.39798748
81,1.072190278,10.1,33.13345318
82,1.072438056,10.1,36.54225463
83,1.072688056,10.1,41.63422102
84,1.072934722,10.1,40.79507038
85,1.0732675,10.1,39.78955258
86,1.073594722,10.1,40.46220321
87,1.073842222,10.1,38.10209476
88,1.074087222,10.1,36.35796867
89,1.074333889,10.1,35.82841719
90,1.074578056,10.1,35.67763353
91,1.074915278,10.1,35.29005835
92,1.075244167,10.1,35.10789287
93,1.07549,10.1,35.95706405
94,1.075738333,10.1,34.76450644
95,1.075985,10.1,32.87720468
96,1.076230833,10.1,32.36888887
97,1.076565278,10.1,31.70127002
98,1.076891389,10.1,25.68093951
99,1.077137222,10.1,24.66761163
100,1.077385,10.1,22.05732299
101,1.077631389,10.1,25.10382275
102,1.077876389,10.1,23.23756232
103,1.078204722,10.1,21.96665739
104,1.078528056,10.1,19.31118348
105,1.078775556,10.1,17.40518146
106,1.079021389,10.1,14.85548223
107,1.079267222,10.1,17.0557484
108,1.079513056,10.1,17.81475631
109,1.079848611,10.1,18.44505673
110,1.080178333,10.1,10.32068181
111,1.080428611,10.1,8.153797669
112,1.080677778,10.1,5.449043902
113,1.080926389,10.1,4.600637057
114,1.081177222,10.1,3.366029897
115,1.081512222,10.1,2.084069792
116,1.081835833,10.1,-0.535804516
117,1.082081667,10.1,-1.293814279
118,1.082331111,10.1,0.976930752
119,1.0825775,10.1,-0.843287752
120,1.082827222,10.1,-2.662553127
121,1.083166111,10.1,-4.338290052
122,1.083493056,10.09808333,-7.905657523
123,1.083741667,10.0951,-3.68030097
124,1.083990278,10.09211667,-3.047827567
125,1.084239722,10.08912333,0.742866641
126,1.084487222,10.08615333,-2.346473693
127,1.084821667,10.08214,-5.843903738
128,1.085144167,10.07827,-4.735827767
129,1.085388611,10.07533667,-9.017795042
130,1.085633333,10.0724,-7.223039974
131,1.085878056,10.06946333,-8.302389194
132,1.086123889,10.06651333,-7.319879358
133,1.086463056,10.06244333,-6.354993909
134,1.0868,10.0584,-10.5947784
135,1.087047778,10.05542667,-11.24973703
136,1.087296389,10.05244333,-13.74078756
137,1.087544722,10.04946333,-15.15012543
138,1.087790556,10.04651333,-13.68177777
139,1.088125,10.0425,-11.9330124
140,1.088455,10.03854,-10.02698904
141,1.088702778,10.03556667,-6.126235009
142,1.0889475,10.03263,-3.478415475
143,1.089193333,10.02968,-4.43461567
144,1.089439722,10.02672333,-2.32971388
145,1.089773611,10.02271667,-0.285861521
146,1.090100833,10.01879,4.137704323
147,1.090348333,10.01582,4.640046975
148,1.090593056,10.01288333,4.260593464
149,1.090839722,10.00992333,4.861575956
150,1.091085833,10.00697,7.116039931
151,1.091418333,10.00298,9.287907501
152,1.091741389,9.999103333,9.562210123
153,1.091991111,9.996106667,12.5868069
154,1.0922425,9.99309,12.36065637
155,1.09249,9.99012,11.51322423
156,1.0927375,9.98715,5.054006426
157,1.093078333,9.98306,-1.162893699
158,1.093413889,9.979033333,0.688017022
159,1.093658611,9.976096667,-1.261155312
160,1.093904722,9.973143333,-1.793199172
161,1.094153889,9.970153333,-3.026284121
162,1.094400556,9.967193333,-3.92952365
163,1.094736944,9.963156667,-4.730050413
164,1.095067778,9.959186667,-4.583260473
165,1.095315278,9.956216667,-2.8206954
166,1.095563056,9.953243333,-2.783304766
167,1.095809722,9.950283333,1.386478689
168,1.096058889,9.947293333,0.535658059
169,1.096391667,9.9433,-0.745783277
170,1.096716944,9.939396667,-0.922697519
171,1.096963611,9.936436667,-1.486069087
172,1.097207778,9.933506667,-9.591416588
173,1.097455556,9.930533333,-13.10208662
174,1.097703889,9.927553333,-13.46146259
175,1.098032778,9.923606667,-13.49409339
176,1.098357778,9.919706667,-12.34352002
177,1.098604722,9.916743333,-16.99429634
178,1.098849722,9.913803333,-16.781248
179,1.099098333,9.91082,-12.95612756
180,1.099345833,9.90785,-11.06263523
181,1.099682222,9.903813333,-9.106353757
182,1.100011111,9.900266667,-10.4894707
183,1.100258889,9.906213333,-11.534275
184,1.1005075,9.91218,-16.76493807
185,1.100755,9.91812,-26.54274114
186,1.101003056,9.924073333,-27.66609783
187,1.101335278,9.932046667,-28.78900222
188,1.101663056,9.939913333,-26.2962608
189,1.101910833,9.94586,-26.66065409
190,1.102159444,9.951826667,-30.0237503
191,1.102406944,9.957766667,-24.46491724
192,1.1026525,9.96366,-22.94325504
193,1.102979722,9.971513333,-22.00479791
194,1.103304444,9.979306667,-21.88449046
195,1.103552778,9.985266667,-16.95765374
196,1.1037975,9.99114,-13.70927134
197,1.104043333,9.99704,-9.582403595
198,1.104289167,10.00294,-5.817627991
199,1.104628056,10.01107333,-1.691228039
200,1.104958056,10.01899333,2.261858682
201,1.1052075,10.02498,9.294298393
202,1.105454444,10.03090667,16.18307281
203,1.105704722,10.03691333,20.97830336
204,1.105955833,10.04294,19.99389805
205,1.10629,10.05096,19.38109059
206,1.106618333,10.05884,20.91077393
207,1.1068625,10.0647,17.77952132
208,1.107108889,10.07061333,20.26126849
209,1.107353889,10.07649333,17.85249038
210,1.107601389,10.08243333,13.64852668
211,1.107935278,10.09044667,9.357638609
212,1.108265833,10.09838,9.632826655
213,1.108514444,10.10434667,9.277019641
214,1.108760278,10.11024667,9.835278084
215,1.109006667,10.11616,11.11020381
216,1.109257222,10.12217333,10.70047511
217,1.1095925,10.13022,10.42761135
218,1.109920556,10.13809333,7.166645502
219,1.110168333,10.14404,7.637691825
220,1.110413056,10.14991333,7.315723337
221,1.110656111,10.15574667,11.92572996
222,1.110901944,10.16164667,6.367179399
223,1.111238333,10.16972,0.602363925
224,1.111568889,10.17765333,-1.870507889
225,1.1118175,10.18362,-2.54398195
226,1.112061667,10.18948,-6.320335173
227,1.112311111,10.19546667,-3.524240919
228,1.112559167,10.20142,-4.62666928
229,1.112891111,10.20938667,-5.530501477
230,1.113217222,10.21721333,-14.38042553
231,1.113464167,10.22314,-15.73447861
232,1.1137125,10.2291,-18.25394105
233,1.113963889,10.23513333,-18.91850203
234,1.114213333,10.24112,-18.56065561
235,1.114550278,10.24920667,-18.27580025
236,1.114881944,10.25716667,-14.57192716
237,1.115128611,10.26308667,-12.51782098
238,1.115375,10.269,-13.2058001
239,1.1156225,10.27494,-16.42836104
240,1.115869167,10.28086,-19.47737176
241,1.116199722,10.28879333,-22.33012885
242,1.116525,10.2966,-23.42523924
243,1.116770833,10.298125,-20.6192002
244,1.117019444,10.29365,-18.13785433
245,1.11727,10.28914,-16.4116727
246,1.1175175,10.284685,-17.38815093
247,1.117856667,10.27858,-18.67188249
248,1.118188056,10.272615,-15.03603235
249,1.118434167,10.268185,-15.5025202
250,1.118683333,10.2637,-15.7390717
251,1.118931944,10.259225,-18.45339004
252,1.119178611,10.254785,-16.77199321
253,1.119513889,10.24875,-14.55467535
254,1.119844444,10.2428,-13.68278387
255,1.120090556,10.23837,-14.76580407
256,1.120336111,10.23395,-16.96887843
257,1.120582222,10.22952,-14.17795921
258,1.120826944,10.225115,-14.07562276
259,1.1211575,10.219165,-14.02154341
260,1.121485833,10.213255,-9.588235052
261,1.121734444,10.20878,-4.316472369
262,1.121981111,10.20434,-6.165333243
263,1.122228889,10.19988,-7.346063839
264,1.122478333,10.19539,-7.6995418
265,1.122808056,10.189455,-8.024453815
266,1.123131667,10.18363,-3.231805581
267,1.123380833,10.179145,-1.210933344
268,1.123625833,10.174735,-2.276023556
269,1.123873333,10.17028,-0.095969197
270,1.124120833,10.165825,-0.138154293
271,1.124456667,10.15978,0.006018244
272,1.124785556,10.15386,6.224025106
273,1.125032778,10.14941,9.891410016
274,1.125279722,10.144965,12.81902692
275,1.125526389,10.140525,17.50401685
276,1.125776667,10.13602,17.04415242
277,1.12611,10.13002,16.66911467
278,1.126438333,10.12411,21.31437345
279,1.126684167,10.119685,26.18758093
280,1.126927778,10.1153,24.75036314
281,1.127174722,10.110855,26.13022963
282,1.127424167,10.106365,27.22940301
283,1.127755833,10.100395,28.10938316
284,1.128081111,10.09454,27.26874255
285,1.128328889,10.09008,34.99343701
286,1.128573889,10.08567,36.53270585
287,1.128820556,10.08123,38.46248383
288,1.129071389,10.076715,39.34492185
289,1.129406111,10.07069,40.27947017
290,1.129734167,10.064785,41.69292041
291,1.129981111,10.06034,39.14122172
292,1.130230278,10.055855,30.46811028
293,1.13048,10.05136,26.87104536
294,1.1307275,10.046905,24.48508896
295,1.13106,10.04092,22.01358041
296,1.131388333,10.03501,18.95368495
297,1.131636667,10.03054,13.10198882
298,1.131883889,10.02609,13.80878072
299,1.132131944,10.021625,18.36257594
300,1.132379722,10.017165,20.67788482
301,1.132713889,10.01115,23.81565037
302,1.133038889,10.0053,27.20305253
303,1.133283889,10.00089,28.24342616
304,1.133531944,10.00238333,30.6775989
305,1.133778333,10.00534,27.11005095
306,1.134025278,10.00830333,30.33779531
307,1.134359722,10.01231667,32.96828817
308,1.134689444,10.01627333,37.50016947
309,1.134936944,10.01924333,37.94735328
310,1.135186389,10.02223667,36.6266349
311,1.135434167,10.02521,39.33494104
312,1.135681111,10.02817333,41.8393047
313,1.136016389,10.03219667,44.35065922
314,1.136344167,10.03613,46.51134051
315,1.136589167,10.03907,46.34848112
316,1.136835556,10.04202667,46.68002294
317,1.137079722,10.04495667,50.94482058
318,1.137327222,10.04792667,50.84187327
319,1.137661111,10.05193333,50.91578908
320,1.137985278,10.05582333,52.59468877
321,1.138229444,10.05875333,56.93374176
322,1.138475278,10.06170333,57.9404014
323,1.138722778,10.06467333,56.95854139
324,1.138970556,10.06764667,54.15765177
325,1.139302778,10.07163333,51.4015516
326,1.139628889,10.07554667,48.16358173
327,1.1398775,10.07853,46.66479312
328,1.140126111,10.08151333,41.69964311
329,1.140373056,10.08447667,37.47349651
330,1.140618889,10.08742667,32.34160238
331,1.1409525,10.09143,26.73642119
332,1.14128,10.09536,23.5873438
333,1.141525833,10.09831,20.8823582
334,1.141771944,10.10126333,20.28195656
335,1.142023333,10.10428,15.69186587
336,1.142269722,10.10723667,17.33731753
337,1.142606111,10.11127333,19.80108859
338,1.142933333,10.1152,21.22857054
339,1.143181111,10.11817333,23.31687205
340,1.143427222,10.12112667,24.57499253
341,1.143674444,10.12409333,23.90215822
342,1.143922778,10.12707333,21.95375018
343,1.144250556,10.13100667,20.03409105
344,1.144569722,10.13483667,19.51594704
345,1.144816111,10.13779333,16.59768947
346,1.145065,10.14078,13.4201504
347,1.145314444,10.14377333,9.997211952
348,1.145563889,10.14676667,1.870997606
349,1.145895278,10.15074333,-6.542522392
