"","x"
"sdNase",-1.62664692470477
"ymax21a",1.20207823303104
"ymax21b",1.12206184647188
"ymax21c",1.31335848056049
"ymax26a",1.23140724037195
"ymax26b",1.12048056759127
"ymax26c",1.30433831081518
"ymax31a",1.06785962955577
"ymax31b",1.12539082255796
"ymax31c",0.886942175341838
"Tmax",45.486155373924
"a",-13.9015710196815
"b",0.86131731911077
"c",23.8766392915764
"d",0.41630006688182
