"","x"
"sdNase",-2.11145451388121
"ymax21a",1.2433005471582
"ymax21b",1.20754872566765
"ymax21c",1.22199390220566
"ymax26a",0.914655036651323
"ymax26b",0.874574333169357
"ymax26c",0.910355864178693
"ymax31a",0.898355093909576
"ymax31b",0.831053718081512
"ymax31c",0.642554263256384
"a",-19.3502647171533
"b",1.15481726143615
"c",14.5556136635344
"d",0.782589732075305
"e",40.8889735533126
"f",0.183847598386785
