Plant,Date,Temp,mL_acet_cor,mL_acet_error,dE/dt_SNF,dE/dt_SNF_SE
1,12/5/2019,20.4,0,0,0,0.348729791
1,12/5/2019,20.4,213.8714122,10,417.7988307,0.948140147
1,12/5/2019,20.4,406.7531453,10,767.4881205,1.152955383
1,12/5/2019,20.4,619.6326081,10,1060.887698,1.197078071
1,12/5/2019,20.4,803.4697036,10,1287.212914,1.061439555
1,12/5/2019,20.4,1227.246206,10,1619.27762,2.603455296
1,12/5/2019,20.4,1601.997628,20,1847.644684,2.613671342
1,12/5/2019,20.4,2423.365729,20,2041.752267,3.026795378
1,12/5/2019,20.4,3197.973911,30,2087.258633,3.341788277
1,12/5/2019,20.4,3997.178804,30,2098.805115,3.497017847
2,1/30/2020,25.2,0,0,0,0.284269937
2,1/30/2020,25.2,204.840369,10,278.11853,0.800248087
2,1/30/2020,25.2,427.685718,10,506.4273438,0.917021091
2,1/30/2020,25.2,624.4815665,10,686.2189534,0.923443561
2,1/30/2020,25.2,824.4086121,10,814.6638935,0.842113271
2,1/30/2020,25.2,1219.088407,10,1011.396636,0.97970202
2,1/30/2020,25.2,1613.702069,20,1117.557493,2.618924382
2,1/30/2020,25.2,2388.273643,20,1231.513646,3.014958169
2,1/30/2020,25.2,3212.042818,30,1290.4451,3.452177029
2,1/30/2020,25.2,3992.849733,30,1280.396542,4.039709041
3,3/3/2020,30,0,0,0,0.409894386
3,3/3/2020,30,204.8619199,10,174.8950646,0.930798893
3,3/3/2020,30,393.7393394,10,298.6467619,1.023512316
3,3/3/2020,30,594.5706503,10,428.0746304,0.876052151
3,3/3/2020,30,794.4430806,10,531.3778501,0.946005785
3,3/3/2020,30,1189.223575,10,666.3974666,1.115011584
3,3/3/2020,30,1598.83871,20,796.1704172,3.324632082
3,3/3/2020,30,2403.334375,20,890.669789,3.567246225
3,3/3/2020,30,3197.894132,30,921.0676695,3.404884633
3,3/3/2020,30,4002.167733,30,947.8649479,3.963404004
4,3/2/2020,34.9,0,0,0,0.253662537
4,3/2/2020,34.9,201.8702941,10,298.9767474,0.840739965
4,3/2/2020,34.9,409.7098426,10,554.3278436,0.870826493
4,3/2/2020,34.9,617.6058558,10,761.2090437,3.387269342
4,3/2/2020,34.9,804.4665709,10,946.3128212,0.97491836
4,3/2/2020,34.9,1209.225257,10,1195.185264,2.670631167
4,3/2/2020,34.9,1598.771736,20,1355.963202,3.435053143
4,3/2/2020,34.9,2398.433337,20,1554.848239,3.090115079
4,3/2/2020,34.9,3197.82412,30,1601.784235,3.462312199
4,3/2/2020,34.9,4012.48901,30,1580.363997,3.483215262
