Meas,Time,Vmax
1,0.01718463,631.2108225
2,0.017547407,641.7196917
3,0.017796296,650.3861278
4,0.018048519,663.7947336
5,0.018296296,666.2754336
6,0.018544907,676.4152552
7,0.018925185,686.9072088
8,0.019283241,703.0838338
9,0.019531852,704.8807829
10,0.019782963,703.4532847
11,0.020033519,709.9394278
12,0.020281019,732.5999009
13,0.020650185,755.8789595
14,0.021005741,774.1915288
15,0.021252685,794.2579959
16,0.021503519,813.4024246
17,0.021752407,823.900766
18,0.021999907,841.6579271
19,0.022366296,860.5671694
20,0.022716852,889.4219737
21,0.022968519,906.1454183
22,0.02321963,913.2938264
23,0.023468241,918.2808943
24,0.023715185,943.2385484
25,0.024090185,962.0215657
26,0.024450463,955.1699666
27,0.024697963,967.5271204
28,0.024945741,981.2697817
29,0.025194907,968.5709354
30,0.025447407,988.846177
31,0.025815463,1009.555384
32,0.026168241,1022.889729
33,0.026418519,1036.502467
34,0.02666713,1041.063473
35,0.026918241,1048.36676
36,0.027169907,1045.109691
37,0.027536019,1038.199207
38,0.027888796,1053.190029
39,0.028138519,1062.156887
40,0.028391296,1068.361007
41,0.02864463,1060.068521
42,0.028897963,1063.902974
43,0.029270185,1074.940629
44,0.029625741,1089.174909
45,0.029875463,1103.83128
46,0.03012213,1120.539356
47,0.030371574,1137.786114
48,0.030619074,1151.228831
49,0.030986574,1153.026603
50,0.03134463,1158.770779
51,0.031596852,1150.744112
52,0.031849907,1148.301179
53,0.032100463,1161.982963
54,0.032350741,1147.552181
55,0.032724352,1136.926732
56,0.033081852,1149.460957
57,0.033336574,1169.523269
58,0.03358963,1184.430413
59,0.033837407,1195.228173
60,0.034090185,1196.817558
61,0.034467963,1199.066579
62,0.034830463,1208.077664
63,0.03508463,1219.601343
64,0.035337685,1220.252894
65,0.035587963,1245.43052
66,0.035838241,1272.886262
67,0.036206019,1296.348096
68,0.036556852,1305.781176
69,0.036806019,1318.855823
70,0.037054907,1309.728959
71,0.037304074,1324.787844
72,0.03755463,1328.23923
73,0.037922685,1332.147544
74,0.038276574,1339.048074
75,0.03852463,1338.477375
76,0.038772407,1355.003381
77,0.03902213,1349.8594
78,0.039274907,1361.023231
79,0.039644074,1373.192652
80,0.039995741,1386.642779
81,0.040245741,1402.610602
82,0.040497685,1419.194836
83,0.040748241,1429.282306
84,0.040996574,1428.728642
85,0.041364907,1421.738444
86,0.04172213,1428.454585
87,0.041972407,1462.632331
88,0.042225463,1474.781465
89,0.042474907,1482.39543
90,0.042722685,1483.997134
91,0.043086574,1483.328539
92,0.04343963,1490.45589
93,0.043686574,1505.778075
94,0.043936019,1513.935455
95,0.04418463,1511.962085
96,0.044440463,1515.492
97,0.044812407,1519.135588
98,0.045166852,1532.576432
99,0.045412407,1531.961503
100,0.045661019,1531.827194
101,0.045913519,1543.039276
102,0.046171296,1531.776328
103,0.046543241,1521.2974
104,0.04690213,1547.27109
105,0.047151574,1564.675456
106,0.047399907,1571.802969
107,0.047649352,1568.299091
108,0.047903241,1575.603804
109,0.048278241,1580.034194
110,0.048633796,1576.448718
111,0.048884907,1581.910883
112,0.049132685,1586.469947
113,0.049382963,1588.670298
114,0.049630463,1577.593847
115,0.050000463,1559.760572
116,0.050361574,1568.912945
117,0.050615185,1573.83178
118,0.050865741,1574.556397
119,0.051117963,1569.247623
120,0.051371296,1588.084039
121,0.051750185,1607.739695
122,0.052109352,1618.91728
123,0.052359074,1629.578914
124,0.052609074,1642.431295
125,0.052864352,1637.792777
126,0.053115741,1629.588418
127,0.053480185,1618.566555
128,0.05383213,1618.213196
129,0.05408213,1615.078858
130,0.054336019,1606.115232
131,0.054591019,1609.529533
132,0.054842407,1612.232654
133,0.055209907,1624.139431
134,0.055563241,1631.667183
135,0.055812963,1641.393216
136,0.05606213,1656.353128
137,0.056312963,1674.936299
138,0.056565741,1692.863418
139,0.056934907,1703.374491
140,0.057292963,1720.271973
141,0.057542685,1722.872536
142,0.05779213,1728.329832
143,0.058042407,1730.541383
144,0.058290741,1752.781531
145,0.058657407,1769.271748
146,0.05901463,1772.770258
147,0.059266852,1774.624174
148,0.059517963,1773.901706
149,0.059769074,1763.971287
150,0.060016852,1769.089327
151,0.060394074,1778.307076
152,0.060755185,1787.810853
153,0.061007685,1781.31678
154,0.061256852,1779.6319
155,0.061503796,1782.77002
156,0.061754907,1770.743263
157,0.06212963,1752.197678
158,0.062492407,1765.906821
159,0.062749352,1771.757165
160,0.063000463,1771.765542
161,0.063249907,1767.081091
162,0.063500463,1769.501536
163,0.063869074,1769.996625
164,0.064220185,1765.748404
165,0.064469907,1776.647456
166,0.064719907,1784.959505
167,0.064969352,1790.993781
168,0.065221852,1792.185517
169,0.065591852,1784.448402
170,0.065946574,1788.910183
171,0.066194907,1758.129527
172,0.066443241,1751.673366
173,0.066691852,1746.946742
174,0.066944074,1731.039023
175,0.067312963,1716.25854
176,0.067666019,1722.311708
177,0.067915463,1721.779735
178,0.068164074,1717.50973
179,0.06841713,1720.849799
180,0.068670185,1720.236396
181,0.069037407,1722.456611
182,0.069390463,1729.375268
183,0.069641296,1721.106048
184,0.069889352,1710.345555
185,0.070142963,1728.081196
186,0.070395463,1740.875422
187,0.070763796,1747.621077
188,0.071122407,1753.475362
189,0.071376574,1758.163854
190,0.071624352,1741.176666
191,0.071870185,1754.287249
192,0.072122407,1759.871473
193,0.072496019,1767.42782
194,0.072855185,1763.339797
195,0.073103519,1755.641361
196,0.07335463,1756.751125
197,0.073604352,1729.948174
198,0.07385463,1737.456037
199,0.07423213,1740.186101
200,0.074592963,1746.545905
201,0.074844352,1753.920822
202,0.075091852,1760.973281
203,0.07533963,1757.588518
204,0.07558963,1754.52797
205,0.07596463,1752.524369
206,0.076326296,1755.900892
207,0.076575741,1767.545745
208,0.076824352,1777.372227
209,0.077074907,1789.330556
210,0.077325741,1795.571445
211,0.077703519,1800.68096
212,0.078062685,1815.573468
213,0.078308241,1821.918694
214,0.078557963,1831.708719
215,0.078808796,1831.418075
216,0.079058519,1833.278803
217,0.079422963,1833.651485
218,0.079777685,1821.901265
219,0.080029074,1835.528054
220,0.080277685,1830.236427
221,0.080526852,1847.00286
222,0.080778796,1841.611339
223,0.081147963,1831.836017
224,0.081501019,1844.317513
225,0.08175213,1845.159351
226,0.082002407,1840.162272
227,0.08225213,1830.721513
228,0.082504074,1839.919226
229,0.082870463,1849.875876
230,0.083224352,1847.618578
231,0.083473796,1851.495334
232,0.083723796,1849.811097
233,0.083971574,1862.925303
234,0.084221296,1857.621097
235,0.084590185,1843.001856
236,0.084943796,1850.611396
237,0.085195185,1849.369272
238,0.085448241,1844.198028
239,0.085702407,1830.802944
240,0.085952963,1846.37573
241,0.08632213,1860.027039
242,0.08667463,1856.771861
243,0.086924907,1855.990615
