Meas,Time,Vmax
1,0.016803241,1235.538762
2,0.017052685,1237.297646
3,0.017306574,1239.853697
4,0.017559907,1241.893665
5,0.017911574,1243.370439
6,0.018254074,1251.497842
7,0.018501852,1256.836876
8,0.018754907,1261.422967
9,0.019004352,1263.007291
10,0.019259352,1267.316969
11,0.019618241,1269.63189
12,0.019961296,1276.3244
13,0.020210463,1286.013541
14,0.020462963,1287.062741
15,0.020711296,1292.468294
16,0.020963519,1294.643753
17,0.021318796,1295.620877
18,0.021662407,1298.475769
19,0.021909074,1303.518281
20,0.022158519,1308.84466
21,0.02240713,1318.24333
22,0.022656574,1320.510034
23,0.023008519,1321.421214
24,0.023350741,1324.88809
25,0.023596852,1330.979283
26,0.023846019,1320.73548
27,0.024092685,1326.993688
28,0.024340463,1327.813303
29,0.024686574,1328.060916
30,0.025022407,1334.295553
31,0.025272685,1333.933759
32,0.025523241,1341.081556
33,0.025774352,1345.181627
34,0.02602463,1348.633048
35,0.026380741,1349.673698
36,0.026722963,1353.247686
37,0.02697213,1360.318548
38,0.027226296,1358.915894
39,0.027476852,1363.574517
40,0.027726019,1366.338926
41,0.028078796,1367.678246
42,0.028418519,1373.667859
43,0.02866963,1374.57154
44,0.028917407,1379.932266
45,0.02916963,1377.007369
46,0.029420185,1376.247182
47,0.029777407,1373.974799
48,0.030118796,1382.003704
49,0.030368241,1383.747468
50,0.03061463,1387.048865
51,0.030862963,1389.094417
52,0.031113241,1396.846099
53,0.031468519,1404.247339
54,0.031811296,1409.242799
55,0.032060185,1413.928755
56,0.032306852,1417.98299
57,0.032554352,1413.88724
58,0.032805463,1411.449718
59,0.033163796,1406.051293
60,0.033511574,1408.826304
61,0.033763241,1405.77097
62,0.034012407,1407.637941
63,0.034261019,1404.37987
64,0.034514352,1401.98931
65,0.034864907,1398.756653
66,0.035204074,1397.554331
67,0.03545463,1402.1757
68,0.03570213,1410.081544
69,0.035950463,1416.597543
70,0.036199074,1422.17117
71,0.036552685,1426.134361
72,0.036894352,1429.32715
73,0.037140463,1434.758723
74,0.03738963,1437.641379
75,0.037639352,1439.69322
76,0.037890185,1437.088427
