Meas,Time,Vmax
1,0.016960185,-157.7601607
2,0.017317685,-137.7211529
3,0.017664074,-119.0314229
4,0.017913241,-106.1317754
5,0.018164352,-93.12460229
6,0.018414907,-81.280357
7,0.018665463,-70.24677651
8,0.019024352,-59.66591359
9,0.019372685,-48.58273171
10,0.019627407,-39.73488833
11,0.019877685,-33.12963313
12,0.020127407,-27.30984086
13,0.020376852,-20.35105953
14,0.020734074,-13.54513635
15,0.021080463,-7.120936739
16,0.021332407,-0.494102882
17,0.021583519,6.847154463
18,0.021837685,8.454338409
19,0.022089074,10.53747469
20,0.02244463,12.08965576
21,0.022788241,14.81791428
22,0.023035741,17.35795592
23,0.023289074,21.21788734
24,0.023540185,25.66927009
25,0.023790741,28.97915335
26,0.024147963,32.36581852
27,0.024496019,39.80410789
28,0.024745463,39.68974594
29,0.025001296,41.02649011
30,0.025254352,40.12968776
31,0.025504907,42.53676837
32,0.025871019,46.28571416
33,0.026220741,51.4359585
34,0.026476296,53.75479333
35,0.026725185,58.70408852
36,0.026978796,61.21362072
37,0.02723463,65.40621904
38,0.027596019,68.55108202
39,0.027941574,72.71679201
40,0.028188519,74.53464016
41,0.02843963,79.5516318
42,0.028694352,84.43002583
43,0.028948519,81.57802845
44,0.029301019,79.94899804
45,0.029641296,81.60946451
46,0.029893519,81.93457602
47,0.03014463,80.24224161
48,0.030398796,85.91270039
49,0.030649907,88.41952358
50,0.031012685,89.21971772
51,0.031359074,93.26081723
52,0.031611296,95.69405631
53,0.031864074,96.19044805
54,0.032113796,97.26611031
55,0.032366574,97.90082454
56,0.032721296,98.86699871
57,0.033064074,101.1606326
58,0.033319074,101.6188353
59,0.033572407,101.729324
60,0.03381963,101.9718838
61,0.034072963,101.724772
62,0.034430185,101.6200388
63,0.03477713,99.75482753
64,0.035024907,101.964396
65,0.035272685,106.3010915
66,0.035522685,105.0652792
67,0.03577213,108.7747438
68,0.036134352,112.3626958
69,0.036482407,113.4982731
70,0.03673463,114.3230145
71,0.036985741,114.6221793
72,0.037237963,113.5151104
73,0.03749213,107.9345246
74,0.037854907,103.0004025
75,0.03820213,101.0092451
76,0.038452685,104.4847243
77,0.038702685,107.182545
78,0.038953241,112.2258036
79,0.039206852,114.2726805
80,0.039566019,115.031915
81,0.039907963,118.1186776
82,0.040157685,114.4873454
83,0.04040963,111.6659831
84,0.04066463,113.1087432
85,0.040914352,114.764514
86,0.041265741,116.5428369
87,0.041605463,114.5656784
88,0.041857685,116.8075663
89,0.042108241,123.5867049
90,0.042363241,124.0915705
91,0.042615463,124.8808241
92,0.042978241,124.9717635
93,0.043324352,125.6031725
94,0.043576574,122.4297742
95,0.043828241,123.4097736
96,0.044080185,121.5940783
97,0.044331296,124.1228
