Plant,Date,Temp,mL_acet_cor,mL_acet_error,dE/dt_SNF,dE/dt_SNF_SE
1,1/30/2019,31,0,0,0,0.267356084
1,1/30/2019,31,238.7761015,10,226.4644185,0.934947151
1,1/30/2019,31,466.597278,10,437.3966377,0.907863216
1,1/30/2019,31,642.4620914,10,624.0309846,1.170602346
1,1/30/2019,31,824.3285016,10,766.4573203,1.448650465
1,1/30/2019,31,1279.960225,10,916.7001663,1.729585893
1,1/30/2019,31,1698.282656,20,1011.356401,5.39064299
1,1/30/2019,31,2501.844106,20,989.678145,2.397866001
1,1/30/2019,31,3403.412931,30,957.8494928,5.503569909
1,1/30/2019,31,3939.722783,30,938.0847728,3.012921909
2,2/1/2019,31,0,0,0,0.252002392
2,2/1/2019,31,239.7932378,10,111.3084655,0.792261083
2,2/1/2019,31,486.5653456,10,256.6741064,0.892117925
2,2/1/2019,31,649.3899757,10,352.0674621,0.723847866
2,2/1/2019,31,859.1967447,10,420.9745791,0.905689525
2,2/1/2019,31,1334.754002,10,482.3943704,1.052035845
2,2/1/2019,31,1806.25431,20,507.2257563,1.2165797
2,2/1/2019,31,2487.512853,20,506.4983809,1.229777382
2,2/1/2019,31,3473.960901,30,497.7505568,1.697284859
2,2/1/2019,31,3997.524915,30,482.3087671,2.44053395
3,2/10/2019,31,0,0,0,0.23392549
3,2/10/2019,31,231.7689802,10,162.0310886,1.596976465
3,2/10/2019,31,466.5524635,10,323.2349944,2.492584449
3,2/10/2019,31,628.3731812,10,417.6736026,1.547749208
3,2/10/2019,31,822.1956931,10,502.6446996,2.15900471
3,2/10/2019,31,1230.673753,10,583.3791605,2.199870491
3,2/10/2019,31,1685.347517,20,605.2065502,6.438518107
3,2/10/2019,31,2471.436118,20,617.2970853,3.689026238
3,2/10/2019,31,3276.47938,30,591.4306062,3.582368819
3,2/10/2019,31,4075.903355,30,581.512465,6.356499537
4,3/18/2019,20.3,0,0,0,0.3
4,3/18/2019,20.3,238.7209301,10,217.7,0.9
4,3/18/2019,20.3,411.3996446,10,383.7,0.8
4,3/18/2019,20.3,659.22444,10,534.7,0.9
4,3/18/2019,20.3,865.7319637,10,663,0.8
4,3/18/2019,20.3,1302.123942,10,760.9,3.1
4,3/18/2019,20.3,1678.856599,20,803.5,3
4,3/18/2019,20.3,2492.875801,20,803.7,2.9
4,3/18/2019,20.3,3338.882817,30,808.7,3.1
4,3/18/2019,20.3,4055.278022,0,793.2,3.4
5,3/22/2019,24.7,0,0,0,0.2
5,3/22/2019,24.7,255.6344826,10,146.7,0.8
5,3/22/2019,24.7,460.4141104,10,279.9,0.8
5,3/22/2019,24.7,676.0648394,10,386.8,1
5,3/22/2019,24.7,837.5614156,10,448.6,0.8
5,3/22/2019,24.7,1253.403822,10,513,0.8
5,3/22/2019,24.7,1743.81635,20,523.1,0.9
5,3/22/2019,24.7,2510.978772,20,513.8,3.1
5,3/22/2019,24.7,3267.036842,30,498.9,3.9
5,3/22/2019,24.7,4126.863817,30,485,3.1
6,4/9/2019,33.8,0,0,0,0.2
6,4/9/2019,33.8,230.6667437,10,24.3,0.8
6,4/9/2019,33.8,447.2722395,10,40.5,0.9
6,4/9/2019,33.8,639.8033562,10,47.6,0.9
6,4/9/2019,33.8,846.5455079,10,54.7,0.9
6,4/9/2019,33.8,1206.217285,10,60.6,0.8
6,4/9/2019,33.8,1656.624956,20,58,0.8
6,4/9/2019,33.8,2429.554807,20,60.6,3.4
6,4/9/2019,33.8,3250.497288,30,57.3,4.3
6,4/9/2019,33.8,3989.065118,30,60.6,3.9
