Meas,Time,Vmax
1,0.016909907,1214.277812
2,0.017154907,1221.006255
3,0.017400741,1230.591752
4,0.017647407,1237.046669
5,0.01800213,1241.689165
6,0.018341852,1245.893335
7,0.018590463,1250.16914
8,0.018839907,1256.434976
9,0.019089074,1259.653838
10,0.019338796,1267.101704
11,0.019696019,1273.531408
12,0.020044074,1274.507282
13,0.020292685,1280.484588
14,0.02053963,1283.268201
15,0.020787685,1290.212452
16,0.021037407,1298.218788
17,0.021392963,1304.93844
18,0.021735463,1312.628962
19,0.021987963,1315.816921
20,0.022246574,1324.250767
21,0.022501574,1333.777125
22,0.022748241,1339.332454
23,0.02310713,1343.286464
24,0.023452407,1348.381257
25,0.023700185,1349.397455
26,0.023947963,1355.062992
27,0.024196852,1360.917416
28,0.024445463,1368.082928
29,0.024807685,1373.492103
30,0.025157685,1376.753326
31,0.02540963,1376.892538
32,0.025662963,1378.533813
33,0.025908796,1380.195298
34,0.026159074,1385.357686
35,0.026519907,1388.963861
36,0.026867963,1390.740465
37,0.027117685,1390.005704
38,0.027367963,1395.351342
39,0.027616296,1397.994538
40,0.027868519,1399.987949
41,0.028224074,1400.848619
42,0.028567407,1402.530689
43,0.028818796,1405.241731
44,0.029071296,1409.121472
45,0.029323241,1410.385386
46,0.029572407,1407.579876
47,0.02993713,1403.749326
48,0.030287963,1405.666738
49,0.030541019,1412.866084
50,0.030793241,1419.052113
51,0.031042963,1424.552409
52,0.031296019,1431.905416
53,0.031665185,1437.143589
54,0.032018519,1441.78933
55,0.032269074,1447.039662
56,0.032518519,1451.434714
57,0.032771574,1458.158824
58,0.033021852,1463.021033
59,0.033390463,1466.485375
60,0.03374213,1470.894384
61,0.033992407,1478.811013
62,0.034240741,1489.110393
63,0.034489352,1493.309904
64,0.034739907,1493.543566
65,0.03510463,1492.491391
66,0.035453796,1495.510532
67,0.035703241,1501.856202
68,0.035953519,1509.330955
69,0.036205463,1514.529359
70,0.03645963,1514.629777
71,0.036820463,1512.312763
72,0.037166574,1516.827541
73,0.037416019,1522.352432
74,0.037665741,1527.240028
75,0.037916019,1533.629123
76,0.038161852,1535.811417
77,0.038521852,1536.611514
78,0.038868241,1537.401168
79,0.039116019,1541.272709
80,0.039366852,1541.303319
81,0.039616296,1546.587357
82,0.039866852,1547.246346
83,0.040222407,1547.129263
84,0.040566019,1549.176144
85,0.040816296,1554.027453
86,0.041070463,1558.979419
87,0.041324352,1562.864403
88,0.041572685,1567.315447
89,0.04193463,1569.649302
90,0.042285741,1570.469687
91,0.042535185,1577.400324
92,0.042782685,1582.405648
93,0.043030185,1587.983521
94,0.043277963,1587.980985
95,0.043635463,1586.712381
96,0.043983519,1589.787665
97,0.044231574,1593.684117
98,0.044481574,1595.024342
99,0.044731574,1598.732138
100,0.044982963,1601.162701
101,0.045340463,1600.305345
102,0.045683796,1605.95246
103,0.045932407,1605.745168
104,0.046181852,1605.418158
105,0.046433241,1610.318635
106,0.046685185,1615.209238
107,0.047053519,1619.736589
108,0.047401574,1629.030489
109,0.047648519,1632.783019
110,0.047894074,1637.846272
111,0.048141852,1642.780441
112,0.048395185,1646.880579
113,0.048761296,1649.537
114,0.049110463,1653.477953
115,0.049358241,1659.649728
116,0.049605741,1665.639406
