Meas,Time,Vmax
1,0.016831852,1876.047228
2,0.017189074,1878.862081
3,0.017536296,1885.751203
4,0.017785463,1891.654938
5,0.018036019,1895.007433
6,0.018286296,1897.828019
7,0.018534074,1894.773791
8,0.018881574,1889.685306
9,0.019220185,1893.716311
10,0.019468796,1898.503654
11,0.019715741,1901.881538
12,0.019968519,1903.710638
13,0.020221019,1906.868936
14,0.020577963,1907.373512
15,0.020922407,1912.748029
16,0.021170463,1915.576517
17,0.021418796,1920.263551
18,0.021668241,1922.192101
19,0.021917685,1924.187938
20,0.022270185,1923.87205
21,0.02261213,1925.476449
22,0.022862407,1927.945235
23,0.023115463,1932.018956
24,0.023366019,1927.292815
25,0.023616019,1927.858684
26,0.023971019,1926.986514
27,0.024313519,1928.040163
28,0.024560463,1933.314946
29,0.02480963,1935.063254
30,0.025061019,1935.393415
31,0.025312963,1933.929299
32,0.025666019,1930.928344
33,0.026010463,1936.423945
34,0.026257963,1937.951731
35,0.026503796,1941.498668
36,0.026754074,1942.813156
37,0.027004352,1943.420208
38,0.027361019,1942.060813
39,0.027706296,1941.80471
40,0.027954074,1943.177257
41,0.028204352,1945.94457
42,0.028456296,1948.360436
43,0.02870463,1948.275997
44,0.029057407,1946.663736
45,0.029404074,1953.515917
46,0.029652685,1957.587453
47,0.029902963,1964.032707
48,0.030153241,1967.778457
49,0.03040713,1974.627856
50,0.03075963,1978.529709
51,0.031102685,1977.645411
52,0.031349352,1977.993601
53,0.031596852,1981.453301
54,0.031849074,1983.16282
55,0.032099352,1985.550095
56,0.032455741,1985.813305
57,0.032800185,1986.511333
58,0.033048796,1987.288407
59,0.033300741,1993.796609
60,0.033553519,1994.932732
61,0.03380713,1996.129888
62,0.034166296,1995.470781
63,0.034510741,1997.35768
64,0.034762963,2001.338159
65,0.035016019,2006.190734
66,0.03526713,2004.745369
67,0.035516574,2004.980981
68,0.035874907,2003.093434
69,0.03622713,2005.087826
70,0.036483796,2005.368797
71,0.036734907,2007.228315
72,0.036984352,2012.022118
73,0.037230741,2014.755759
74,0.037586296,2015.096761
75,0.037931019,2017.829997
76,0.038180463,2021.820822
77,0.038432407,2023.157275
78,0.038683796,2028.252639
79,0.038934907,2029.747229
80,0.03929963,2030.099973
81,0.039645463,2032.543092
82,0.039892685,2033.984603
83,0.040144074,2033.461885
84,0.040393519,2038.227783
85,0.040646574,2039.834945
86,0.040998519,2038.294243
87,0.041338519,2039.41409
88,0.041586852,2043.789627
89,0.041835463,2041.218579
90,0.042087407,2043.527761
91,0.042338241,2042.507561
92,0.042694352,2038.847336
93,0.043037963,2041.54105
94,0.043289074,2043.076602
95,0.04353963,2041.11096
96,0.043792685,2041.665632
97,0.044043241,2042.074982
98,0.044404907,2040.866735
99,0.044748241,2040.927249
100,0.044994352,2040.956186
101,0.045243519,2044.377054
102,0.04549213,2046.145845
103,0.045741852,2052.504679
104,0.046102685,2057.10565
105,0.046450741,2061.548705
106,0.046700185,2064.807722
