"","Tr","Plant","Dir","Leaf","Temp","Vcmax","Jmax","A275"
"1","A31","1","down","1","10","3.01456834653852","7.84479231788447","1.2424657639403"
"2","A31","1","down","1","15","8.54106270849554","18.3352744462826","2.9955517614367"
"3","A31","1","down","1","20","17.6158509600788","29.692862738765","4.51456206132564"
"4","A31","1","down","1","25","32.655425219758","45.277476766295","6.19579580908572"
"5","A31","1","down","1","30","48.6033084257403","64.3725577571105","6.53655487554663"
"6","A31","1","up","2","30","55.6243705399134","75.3951027348779","7.65803094520998"
"7","A31","1","up","2","35","72.71486091355","91.8351802822214","5.88483977840946"
"8","A31","2","down","3","10","6.49456691114836","17.2626279623425","3.12880277662"
"9","A31","2","down","3","15","15.0973533213841","33.4666528122415","5.82160123772404"
"10","A31","2","down","3","20","29.4708598221859","53.5946149377737","8.57465824800106"
"11","A31","2","down","3","25","49.955457960348","74.2425364741775","10.5452717465729"
"12","A31","2","down","3","30","75.4644192519513","101.225423323725","10.8412827465563"
"13","A31","2","up","4","30","85.2569806574544","93.4439902384745","11.4309789206119"
"14","A31","2","up","4","35","112.030938922583","127.131482615009","10.0041262727246"
"15","A31","2","up","4","40","109.727323414693","96.0204561770384","4.83318754749582"
"16","A31","3","down","5","10","8.27327976587708","21.7928443873769","4.04345580023443"
"17","A31","3","down","5","15","16.7969722140016","38.7387587967995","6.73684720472623"
"18","A31","3","down","5","20","31.3903968151923","61.347009730408","9.5980919116327"
"19","A31","3","down","5","25","55.7051036039494","91.1849233232002","12.1746452703561"
"20","A31","3","down","5","30","88.1663732118788","119.041094385349","12.8824508195206"
"21","A31","3","up","6","30","89.2228197662685","104.369434477553","12.7675231759989"
"22","A31","3","up","6","35","117.551766936832","143.580790444482","10.5728372053713"
"23","A31","3","up","6","40","105.886049474746","100.467354186816","4.62359676416482"
